"Parameter","Median Posterior","90% HPDI (low)","90% HPDI (high)","Rhat","ESS"
"beta0",2736.76376445905,2604.32314804691,2845.93861652067,0.999941506024985,23916.9272934531
"beta1",0.848715943177982,0.377331413910715,1.36926596794116,1.00158618721873,15872.0455998994
"rho",182.278125743445,3.40577095548292,336.507909367404,1.01193749326585,871.735010402703
"etasq",0.197662591216189,0.0384387062545297,0.43630552455354,1.00247066492386,5523.54054673961
